142,9,"2020-01-11 10:14:31",-1,2,-1,-1,-1,0
141,9,"2020-01-11 10:11:35",-1,2,-1,-1,-1,0
140,9,"2020-01-11 10:10:27",-1,2,-1,-1,-1,0
139,3,"2020-01-10 16:22:41",1,-1,-1,-1,-1,0
138,6,"2020-01-09 09:41:26",2,-1,-1,-1,-1,1
137,0,"2020-01-03 17:58:57",1,-1,-1,-1,-1,0
136,0,"2020-01-03 17:58:33",-1,-1,-1,-1,-1,0
135,9,"2020-01-03 17:57:05",1,0,1,-1,-1,0
134,6,"2019-12-28 08:29:52",-1,2,-1,-1,-1,0
133,11,"2019-12-27 21:20:48",3,-1,-1,-1,-1,0
132,7,"2019-12-20 21:12:58",-1,3,-1,-1,-1,1
131,7,"2019-12-20 21:01:16",-1,3,-1,-1,-1,0
130,7,"2019-12-20 20:52:47",-1,3,-1,-1,-1,0
129,9,"2019-12-15 08:59:35",-1,3,3,-1,-1,1
128,7,"2019-12-01 08:32:09",2,-1,-1,-1,-1,1
127,6,"2019-12-01 08:29:07",2,-1,-1,-1,-1,1
126,6,"2019-12-01 08:15:14",2,-1,-1,-1,-1,1
125,4,"2019-11-07 19:15:33",3,2,0,-1,-1,1
124,3,"2019-10-30 16:47:54",1,-1,-1,-1,-1,0
123,3,"2019-10-30 16:47:54",1,-1,-1,-1,-1,0
122,5,"2019-10-29 09:38:30",-1,1,-1,-1,-1,0
121,11,"2019-10-20 01:07:34",-1,2,-1,-1,-1,0
120,11,"2019-10-19 21:24:46",-1,2,-1,-1,-1,0
119,8,"2019-10-06 08:42:05",3,-1,-1,-1,-1,0
118,8,"2019-10-06 08:41:26",-1,1,-1,-1,-1,0
117,11,"2019-09-29 09:32:23",3,3,3,3,3,0
116,11,"2019-09-29 09:25:11",3,3,3,3,3,0
115,11,"2019-09-28 15:32:26",3,-1,-1,-1,-1,0
114,11,"2019-09-28 15:21:42",-1,-1,-1,1,-1,0
113,11,"2019-09-28 15:19:04",-1,-1,-1,1,-1,0
112,7,"2019-09-21 21:33:42",-1,3,-1,-1,-1,1
111,10,"2019-07-16 23:00:29",-1,1,-1,-1,-1,0
110,10,"2019-07-16 22:18:21",-1,1,-1,-1,-1,0
109,10,"2019-07-15 23:08:51",0,1,0,-1,-1,0
108,10,"2019-07-15 21:51:09",0,1,0,-1,-1,0
107,11,"2019-04-24 18:40:25",-1,-1,-1,-1,-1,1
106,0,"2019-04-24 18:35:42",-1,-1,-1,-1,-1,1
105,11,"2019-04-24 18:35:33",0,3,-1,-1,-1,0
104,11,"2019-04-24 18:35:07",3,3,-1,0,-1,0
103,12,"2019-04-17 14:19:00",0,3,1,-1,0,0
102,11,"2019-04-13 15:14:45",0,1,0,0,-1,1
101,8,"2019-04-13 12:42:38",3,3,-1,-1,-1,0
100,6,"2019-04-07 08:00:49",3,0,0,-1,-1,1
99,7,"2019-03-10 09:33:06",2,-1,-1,-1,-1,1
98,9,"2019-02-28 20:58:31",0,3,0,-1,-1,0
97,6,"2019-02-24 10:30:12",-1,0,0,0,3,0
96,12,"2019-02-23 18:56:48",3,-1,-1,-1,-1,0
