43,0,"2017-12-24 15:27:08",1,2,0,-1,-1,1
42,0,"2017-12-24 15:23:13",-1,-1,-1,-1,-1,0
41,0,"2017-12-24 15:23:06",-1,-1,-1,-1,-1,1
40,0,"2017-12-24 15:21:54",-1,-1,-1,-1,-1,0
39,0,"2017-12-24 15:21:11",-1,-1,-1,-1,-1,1
38,3,"2017-12-24 15:19:50",0,2,-1,-1,-1,0
37,0,"2017-12-24 15:19:14",-1,-1,-1,-1,-1,0
36,3,"2017-12-24 15:19:05",0,2,-1,-1,-1,0
35,0,"2017-12-24 15:14:27",-1,-1,-1,-1,-1,0
34,0,"2017-12-24 15:08:32",-1,-1,-1,-1,-1,0
33,0,"2017-12-24 15:03:33",-1,-1,-1,-1,-1,0
32,0,"2017-12-24 15:03:26",-1,-1,-1,-1,-1,0
31,0,"2017-12-24 15:03:11",-1,-1,-1,-1,-1,0
30,0,"2017-12-24 15:01:21",-1,-1,-1,-1,-1,0
29,0,"2017-12-24 14:36:35",3,3,3,3,3,0
28,0,"2017-12-24 14:35:42",-1,-1,-1,-1,-1,0
27,0,"2017-12-24 14:35:25",0,1,2,3,1,0
26,6,"2017-12-24 14:34:06",-1,2,2,-1,-1,0
25,0,"2017-12-24 14:26:52",-1,-1,-1,-1,-1,0
24,0,"2017-12-24 14:26:45",-1,-1,-1,-1,-1,0
23,6,"2017-12-24 14:12:16",0,2,2,-1,-1,0
22,3,"2017-12-23 08:51:54",-1,-1,3,-1,-1,1
21,3,"2017-12-23 08:46:28",-1,-1,3,-1,-1,0
20,3,"2017-12-23 08:45:44",-1,-1,3,-1,-1,0
17,8,"2017-12-19 19:41:00",2,0,0,-1,-1,1
16,8,"2017-12-19 17:40:00",2,0,0,-1,-1,0
13,8,"2017-12-19 20:07:00",2,0,0,-1,-1,0
12,8,"2017-12-19 20:27:32",2,0,0,-1,-1,1
11,6,"2017-12-19 15:14:13",3,0,0,-1,0,0
10,6,"2017-12-19 15:14:07",3,0,0,-1,0,0
9,8,"2017-12-19 14:01:46",3,0,0,-1,-1,0
8,8,"2017-12-18 17:10:00",0,2,0,-1,-1,1
7,8,"2017-12-18 16:35:00",0,2,0,-1,-1,0
6,8,"2017-12-18 15:35:00",0,2,0,-1,-1,0
5,9,"2017-12-18 03:35:00",2,2,3,-1,-1,1
4,9,"2017-12-18 02:30:00",2,2,3,-1,-1,0
3,9,"2017-12-18 01:30:00",2,2,3,-1,-1,0
2,9,"2017-12-17 11:55:00",2,2,3,-1,-1,0
1,9,"2017-12-17 10:30:00",2,2,3,-1,-1,0
